연번,행정동,설치장소,관리부서,전화번호,위도,경도
207,소답동,경상남도 창원시 의창구 의안로 12번길 3 영남보화맨션,경상남도 창원시 의창구청 환경과,055-212-4521,35.2627584,128.6242038
208,소답동,경상남도 창원시 의창구 의안로 8번길 18 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2619079,128.6256175
209,소답동,경상남도 창원시 의창구 의안로 32번길 60,경상남도 창원시 의창구청 환경과,055-212-4521,35.2618794,128.6279412
210,소답동,경상남도 창원시 의창구 천주로 12번길 36-5,경상남도 창원시 의창구청 환경과,055-212-4521,35.2626407,128.6223269
211,소답동,경상남도 창원시 의창구 천주로 12번길 14(주유소 옆),경상남도 창원시 의창구청 환경과,055-212-4521,35.2627533,128.619686
212,소답동,경상남도 창원시 의창구 서상로 32-9 서상아파트 뒤,경상남도 창원시 의창구청 환경과,055-212-4521,35.2626763,128.616979
213,소답동,경상남도 창원시 의창구 의창대로 139번길 51 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2641399,128.6164547
214,소답동,경상남도 창원시 의창구 서상로 35번길 19,경상남도 창원시 의창구청 환경과,055-212-4521,35.2642459,128.6155488
215,소답동,경상남도 창원시 의창구 동정길 35번길 4-4,경상남도 창원시 의창구청 환경과,055-212-4521,35.2648406,128.6141108
216,소답동,경상남도 창원시 의창구 의창대로 139번길 13 ,경상남도 창원시 의창구청 환경과,055-212-4521,35.2633429,128.6133168
217,소답동,경상남도 창원시 의창구 서상로 11번길 7 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2629301,128.6140584
218,소답동,경상남도 창원시 의창구 천주로 36번길 11,경상남도 창원시 의창구청 환경과,055-212-4521,35.2660914,128.6183091
219,소답동,경상남도 창원시 의창구 평산로 127번길 6 좋은집 빌라 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2547891,128.6201595
220,소답동,경상남도 창원시 의창구 평산로 147번길 9 남산길 빌라 앞 공원,경상남도 창원시 의창구청 환경과,055-212-4521,35.2558489,128.6215646
221,소답동,경상남도 창원시 의창구 평산로 147번길 13 공원 빌라 앞 공원,경상남도 창원시 의창구청 환경과,055-212-4521,35.2560741,128.621171
222,소답동,경상남도 창원시 의창구 평산로 147번길 20 과학고 사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2567026,128.6209822
223,소답동,경상남도 창원시 의창구 평산로 163번길 15 은경대가 앞 주차장,경상남도 창원시 의창구청 환경과,055-212-4521,35.2570073,128.6217286
224,소답동,경상남도 창원시 의창구 평산로 147번길 28-28 가온빌라 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2573812,128.6219776
225,소답동,경상남도 창원시 의창구 평산로 215번길 14 드림피아빌 공터,경상남도 창원시 의창구청 환경과,055-212-4521,35.260874,128.6242141
226,소답동,경상남도 창원시 의창구 남산로 115번길 59-10 드봉드빈 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2584112,128.624219
227,소답동,경상남도 창원시 의창구 의창대로 282번길 9-21 비전하우스 빌라 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2603119,128.6301164
228,소답동,경상남도 창원시 의창구 명지로 121번길 25 주택사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2479298,128.6528591
229,소답동,경상남도 창원시 의창구 원이대로 200번길 5 나들가게 앞 주택,경상남도 창원시 의창구청 환경과,055-212-4521,35.2459123,128.6429496
230,소답동,경상남도 창원시 의창구 원이대로 219번길 28 어촌회마을 하천,경상남도 창원시 의창구청 환경과,055-212-4521,35.248315,128.6439069
231,소답동,경상남도 창원시 의창구 도계로 163번길 2 하천,경상남도 창원시 의창구청 환경과,055-212-4521,35.251601,128.6410207
232,소답동,경상남도 창원시 의창구 명서로 14번길 2 동경마트 하천,경상남도 창원시 의창구청 환경과,055-212-4521,35.2490808,128.6428245
233,소답동,경상남도 창원시 의창구 평산로 211번길 5 주차장 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2602707,128.624952
234,소답동,경상남도 창원시 의창구 우곡로 3번길 1 삼성서비스 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2517451,128.6383693
235,소답동,경상남도 창원시 의창구 원이대로 150번길 5 공원 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2498004,128.639476
236,소답동,경상남도 창원시 의창구 우곡로 3번길 47 송월타올 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2482365,128.6412642
237,소답동,경상남도 창원시 의창구 우곡로 85번길 2 주택 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2460332,128.6397264
238,소답동,경상남도 창원시 의창구 원이대로 196번길 27-1 사거리주택,경상남도 창원시 의창구청 환경과,055-212-4521,35.2444082,128.6408059
239,소답동,경상남도 창원시 의창구 우곡로 159번길 학교 담 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2414778,128.6424844
240,소답동,경상남도 창원시 의창구 우곡로 71 명서2 경로당 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2473391,128.640097
241,소답동,경상남도 창원시 의창구 원이대로 224번길 41 하천 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2415654,128.646381
242,소답동,경상남도 창원시 의창구 원이대로 224번길 31 경찰서 앞 하천,경상남도 창원시 의창구청 환경과,055-212-4521,35.2424357,128.6460782
243,소답동,경상남도 창원시 의창구 우곡로 115 도로 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2434776,128.6399255
244,소답동,경상남도 창원시 의창구 명지로 115번길 14 주택 삼거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2482808,128.6509406
245,소답동,경상남도 창원시 의창구 원이대로 210번길 42 공원 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2426554,128.640655
246,소답동,경상남도 창원시 의창구 원이대로 210번길 27 복지센터 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2436542,128.6419857
247,소답동,경상남도 창원시 의창구 우곡로 101번길 33 복지관 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2433282,128.6424962
248,소답동,경상남도 창원시 의창구 원이대로 210번길 52 공원 사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2421182,128.6414761
249,소답동,경상남도 창원시 의창구 원이대로 240번길 23 KT전화국 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2423166,128.6453199
250,소답동,경상남도 창원시 의창구 우곡로 3번길 셀프 빨래방 하천 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2520653,128.6380161
251,소답동,경상남도 창원시 의창구 원이대로 222번길 27 사거리 주택,경상남도 창원시 의창구청 환경과,055-212-4521,35.2429387,128.6430955
252,소답동,경상남도 창원시 의창구 원이대로 258번길 14 공원 내,경상남도 창원시 의창구청 환경과,055-212-4521,35.2423557,128.6472786
253,소답동,경상남도 창원시 의창구 명서로 128-1 명서 할인마트 사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2465153,128.6468134
254,소답동,경상남도 창원시 의창구 명서로 69번길 20 학교 담 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2519488,128.6501891
255,소답동,경상남도 창원시 의창구 명서로 139 호장 철학관 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.245476,128.6464211
256,소답동,경상남도 창원시 의창구 명서로 101-1 산들 아웃도어 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.24824,128.6487118
257,소답동,경상남도 창원시 의창구 명서로 62 삼각공원 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2513037,128.6474655
258,소답동,경상남도 창원시 의창구 원이대로 219번길 40 삼천리 자전거 하천,경상남도 창원시 의창구청 환경과,055-212-4521,35.2492962,128.6435429
259,소답동,경상남도 창원시 의창구 명서로 123번길 18 명서1민원센터 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.245506,128.6490077
260,소답동,경상남도 창원시 의창구 명서로 71 진주구제 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2509933,128.6484912
261,소답동,경상남도 창원시 의창구 창이대로 89번길 20 삼각공원 내,경상남도 창원시 의창구청 환경과,055-212-4521,35.2411988,128.6472691
262,소답동,경상남도 창원시 의창구 명서로 89번길 2 하나로 환경 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2495262,128.6490872
263,소답동,경상남도 창원시 의창구 태복산로 2 파파존스 피자 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2521668,128.6391219
264,소답동,경상남도 창원시 의창구 명서 전통시장 입구,경상남도 창원시 의창구청 환경과,055-212-4521,35.247909,128.644078
265,소답동,경상남도 창원시 의창구 명서로 77번길 21 임마누엘 교회 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2510486,128.650548
266,소답동,경상남도 창원시 의창구 명서로 117 쉼터머리방 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2471502,128.6478122
267,소답동,경상남도 창원시 의창구 명서로 89번길 11 주택 사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.249815,128.6502103
268,소답동,경상남도 창원시 의창구 명서로 89번길 18-4 주택사거리,경상남도 창원시 의창구청 환경과,055-212-4521,35.2497117,128.6506927
269,도계동,경상남도 창원시 의창구 도계로 4번길47 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2560176,128.6361667
270,도계동,경상남도 창원시 의창구 원이대로 55번길8-23 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2569292,128.635997
271,도계동,경상남도 창원시 의창구 원이대로 69번길 10-16 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2564021,128.6366932
272,도계동,경상남도 창원시 의창구 도계로83번길 6-20 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2569521,128.6402752
273,도계동,경상남도 창원시 의창구 태복산로 7번길 31 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.255033,128.6372713
274,도계동,경상남도 창원시 의창구 원이대로 103번길 5 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2541719,128.6379778
275,도계동,경상남도 창원시 의창구 원이대로 113번길 13 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2538882,128.6391991
276,도계동,경상남도 창원시 의창구 태복산로 3번길 20 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2539018,128.6379963
277,도계동,경상남도 창원시 의창구 태복산로 23번길 8 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2542547,128.6403121
278,도계동,경상남도 창원시 의창구 원이대로 103번길 25 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2551476,128.6397796
279,도계동,경상남도 창원시 의창구 원이대로 69번길 30-13 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2575386,128.6386717
280,도계동,경상남도 창원시 의창구 태복산로 15번길 36 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2558508,128.6386245
281,도계동,경상남도 창원시 의창구 원이대로 103번길 25-1 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2551361,128.6396146
282,도계동,경상남도 창원시 의창구 원이대로 93번길 22 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2557534,128.6390289
283,도계동,경상남도 창원시 의창구 원이대로 93번길 18 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2555508,128.6386201
284,도계동,경상남도 창원시 의창구 원이대로 69번길 24-4 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2576058,128.6377019
285,도계동,경상남도 창원시 의창구 도계로 60번길 5-19 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2582681,128.6382485
286,도계동,경상남도 창원시 의창구 태복산로 7번길 31 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.255033,128.6372713
287,도계동,경상남도 창원시 의창구 원이대로 93번길 25 옆,경상남도 창원시 의창구청 환경과,055-212-4521,35.2561932,128.6392535
288,도계동,경상남도 창원시 의창구 도계로 83번길 10-2 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2578329,128.6401794
289,도계동,경상남도 창원시 의창구 도계로 83번길 10-1 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.2579244,128.6403837
290,도계동,경상남도 창원시 의창구 도계로 95번길 15 앞,경상남도 창원시 의창구청 환경과,055-212-4521,35.257399,128.6414858
